Model,MAE,RMSE,R2
sales_lr,384.83381041767973,571.2785092775102,-0.06507067622275664
sales_rf,199.0271111495873,431.94950315111066,0.3910963018320883
sales_xgb_best,216.04871590719335,434.0667645453607,0.3851124175973262
profit_rf,45.87833201393445,91.60863371502762,0.5308519514958991
profit_xgb_best,47.95912926047283,92.14268404713532,0.5253660279097874
