name,MAE,MSE,RMSE,R2
sales_xgb_best,216.04871590719335,188413.9560828776,434.0667645453607,0.3851124175973262
profit_xgb_best,47.95912926047283,8490.274223410204,92.14268404713532,0.5253660279097874
